,contexts,question,answer,ground_truth
82," Brahmanda Purana, Book , Chapter , verse - - It was in the city of Amarāvatī, ruled by Indra, that the great lord, the soul of the universe, appeared on Earth",  What is the significance of the sacred river Ganga in the Brahmanda Purana?," The Ganga River is considered a sacred river associated with purity, spirituality, and liberation from the cycle of birth and death"," The Ganga River is considered a sacred river associated with purity, spirituality, and liberation from the cycle of birth and death"
83," Brahmanda Purana, Book , Chapter , verse  - The great river Gaṅgā descended from heaven to purify all living beings",  Explain the concept of Dharma (righteousness) as depicted in the Brahmanda Purana, Dharma refers to the moral and ethical principles that guide individuals to lead a righteous and virtuous life, Dharma refers to the moral and ethical principles that guide individuals to lead a righteous and virtuous life
84," Brahmanda Purana, Book , Chapter , verse  - Dharma is the foundation of the worlds The righteous people attain the celestial worlds",  Name the sage who performed severe penance to attain immortality in the Brahmanda Purana, The sage's name was Shukracharya, The sage's name was Shukracharya
85," Brahmanda Purana, Book , Chapter , verse  - Śukra, the preceptor of the demons, who desired to obtain immortality, performed severe penance",  Describe the story of the celestial city of Vaikuntha in the Brahmanda Purana," Vaikuntha is the divine city ruled by Lord Vishnu, known for its eternal bliss, divine abodes, and spiritual liberation"," Vaikuntha is the divine city ruled by Lord Vishnu, known for its eternal bliss, divine abodes, and spiritual liberation"
86," Brahmanda Purana, Book , Chapter , verse - - It was in the city of Vaikuṇṭha, ruled by Nārāyaṇa, that the eternal one, the great lord, appeared on Earth",  What is the significance of the sacred river Saraswati in the Brahmanda Purana?," The Saraswati River is considered a sacred river associated with knowledge, wisdom, and spiritual enlightenment"," The Saraswati River is considered a sacred river associated with knowledge, wisdom, and spiritual enlightenment"
87," Brahmanda Purana, Book , Chapter , verse  - The river Sarasvatī, known as the best of rivers, purifies all beings",  Explain the concept of Maya (illusion) as depicted in the Brahmanda Purana," Maya refers to the cosmic illusion that veils the true nature of reality, causing beings to perceive the world as separate from the divine"," Maya refers to the cosmic illusion that veils the true nature of reality, causing beings to perceive the world as separate from the divine"
88," Brahmanda Purana, Book , Chapter , verse  - Maya, the illusory power, covers the world with names and forms, deluding people",  Name the sage who received divine knowledge from Lord Brahma in the, The sage's name was Sanatkumara, The sage's name was Sanatkumara
89," Brahmanda Purana, Book , Chapter , verse  - Brahmā narrated the Purāṇas to Sanatkumāra, the eldest of the eternal sons",  Describe the story of the celestial city of Ayodhya in the Brahmanda Purana," Ayodhya is the divine city ruled by Lord Rama, known for its righteous governance, prosperity, and divine virtues"," Ayodhya is the divine city ruled by Lord Rama, known for its righteous governance, prosperity, and divine virtues"
90," Brahmanda Purana, Book , Chapter , verse  - It was in the city of Ayodhyā, ruled by Daśaratha, that Rāma, the great lord, appeared on Earth",  Describe the story of Lord Shiva's Ardhanarishvara form in the Brahmanda Purana," Lord Shiva assumes the form of Ardhanarishvara, the divine half-male and half-female form, representing the inseparable union of masculine and feminine energies"," Lord Shiva assumes the form of Ardhanarishvara, the divine half-male and half-female form, representing the inseparable union of masculine and feminine energies"
91," Brahmanda Purana, Book , Chapter , verse - - He has assumed the excellent form of Ardhanārīśvara Half of his body is that of a woman, while the other half is that of a man",  Name the celestial weapon associated with Goddess Lakshmi in the Brahmanda Purana, The celestial weapon is called the Sudarshana Chakra, The celestial weapon is called the Sudarshana Chakra
92," Brahmanda Purana, Book , Chapter , verse  - He gave the Sudarśana discus to the goddess of prosperity (Lakṣmī)",  Explain the concept of Yoga (union with the divine) as depicted in the Brahmanda Purana," Yoga refers to the spiritual practice of attaining union with the divine through meditation, self-discipline, and self-realization"," Yoga refers to the spiritual practice of attaining union with the divine through meditation, self-discipline, and self-realization"
93," Brahmanda Purana, Book , Chapter , verse  - By means of Yoga, the eternal one is realized Through Yoga, one attains the supreme goal",  Name the celestial bird associated with Lord Kartikeya in the Brahmanda Purana, The celestial bird is called the Peacock, The celestial bird is called the Peacock
94," Brahmanda Purana, Book , Chapter , verse  - He possessed the peacock (Mayūra), the cock (Śuka), the goat (Aja), and the peahen (Mayūrī)",  Explain the concept of Jnana (knowledge) as depicted in the Brahmanda Purana," Jnana refers to the divine knowledge, wisdom, and spiritual enlightenment that leads to self-realization and liberation from worldly illusions"," Jnana refers to the divine knowledge, wisdom, and spiritual enlightenment that leads to self-realization and liberation from worldly illusions"
95," Brahmanda Purana, Book , Chapter , verse  - The supreme knowledge (Jñāna) that is obtained from a teacher leads to liberation",  Name the demon king who challenged Goddess Durga in the Brahmanda Purana, The demon king's name was Mahishasura, The demon king's name was Mahishasura
96," Brahmanda Purana, Book , Chapter , verse  - He gave the noose (Pāśa) to the goddess who destroyed Mahiṣa",  Describe the story of the celestial city of Indraprastha in the Brahmanda Purana," Indraprastha is the divine city established by the Pandavas, known for its magnificent palaces, divine gardens, and opulent lifestyle"," Indraprastha is the divine city established by the Pandavas, known for its magnificent palaces, divine gardens, and opulent lifestyle"
97," Brahmanda Purana, Book , Chapter , verse  - It was in the city of Indraprastha that the great heroes, the sons of Pāṇḍu, appeared on Earth",  What is the significance of the sacred river Godavari in the Brahmanda Purana?," The Godavari River is considered a sacred river associated with purity, spirituality, and divine blessings"," The Godavari River is considered a sacred river associated with purity, spirituality, and divine blessings"
98," Brahmanda Purana, Book , Chapter , verse  - Taking a bath in the sacred Godāvarī is equal to the fruits of performing a hundred sacrifices",  Explain the concept of Guru (spiritual teacher) as depicted in the Brahmanda Purana," Guru refers to the enlightened spiritual teacher who guides disciples on the path of self-realization, imparting divine knowledge and wisdom"," Guru refers to the enlightened spiritual teacher who guides disciples on the path of self-realization, imparting divine knowledge and wisdom"
99," Brahmanda Purana, Book , Chapter , verse  - The spiritual teacher (Guru) is the one who imparts the knowledge of the eternal to the disciple",  Name the sage who received divine knowledge from Lord Shiva in the Brahmanda Purana, The sage's name was Agastya, The sage's name was Agastya
100,,"  Describe the story of Lord Brahma's creation of the universe as depicted in the Brahmanda Purana,", Lord Brahma creates the universe through his divine powers bringing forth the celestial beings the realms and the elements of existence, Lord Brahma creates the universe through his divine powers bringing forth the celestial beings the realms and the elements of existence
101," Brahmanda Purana Book  Chapter  verse - - Then O sage the self-born Lord Brahma who was well-contented created the world by means of his divine powers Brahma having pleased himself in his own self created gods demons celestial sages serpents Gandharvas Apsarasas Yakshas Rishis Siddhas great-souled ones and human beings,","  Name the cosmic egg mentioned in the Brahmanda Purana from which the universe originates,", The cosmic egg is known as the Hiranyagarbha, The cosmic egg is known as the Hiranyagarbha
